Date	Netherlands	Greece
5/17/1995	472.598	454.497
5/18/1995	472.439	451.477
5/19/1995	463.681	452.704
5/22/1995	469.185	447.455
5/23/1995	470.51	441.813
5/24/1995	474.951	441.175
5/25/1995	474.951	442.937
5/26/1995	468.726	443.646
5/29/1995	468.202	436.835
5/30/1995	470.159	437.357
5/31/1995	474.325	435.999
6/1/1995	478.762	432.092
6/2/1995	476.983	435.21
6/5/1995	476.983	440.518
6/6/1995	476.027	440.297
6/7/1995	475.138	436.971
6/8/1995	475.696	438.585
6/9/1995	472.033	442.187
6/12/1995	471.532	442.187
6/13/1995	472.49	445.119
6/14/1995	470.317	446.53
6/15/1995	472.539	450.674
6/16/1995	470.085	446.682
6/19/1995	472.358	444.806
6/20/1995	472.454	441.445
6/21/1995	472.07	440.602
6/22/1995	471.926	439.693
6/23/1995	472.042	443.956
6/26/1995	474.43	448.239
6/27/1995	474.181	445.9
6/28/1995	470.192	443.641
6/29/1995	470.552	436.834
6/30/1995	468.362	437.617
7/3/1995	470.548	442.398
7/4/1995	473.593	443.524
7/5/1995	474.349	448.577
7/6/1995	473.156	451.713
7/7/1995	479.738	457.152
7/10/1995	487.18	458.665
7/11/1995	485.2	459.569
7/12/1995	487.611	457.386
7/13/1995	489.837	458.94
7/14/1995	488.017	463.1
7/17/1995	491.461	461.951
7/18/1995	489.235	462.721
7/19/1995	486.361	463.775
7/20/1995	484.791	462.707
7/21/1995	486.66	464.523
7/24/1995	493.771	466.811
7/25/1995	494.142	466.241
7/26/1995	495.882	461.739
7/27/1995	494.766	458.417
7/28/1995	491.968	460.698
7/31/1995	493.041	463.648
8/1/1995	492.864	467.883
8/2/1995	498.737	475.737
8/3/1995	493.405	481.184
8/4/1995	492.704	484.324
8/7/1995	493.222	482.339
8/8/1995	493.031	479.426
8/9/1995	491.57	477.6
8/10/1995	491.088	474.72
8/11/1995	490.772	475.012
8/14/1995	489.437	475.012
8/15/1995	494.336	475.012
8/16/1995	490.45	473.784
8/17/1995	488.77	469.607
8/18/1995	489.973	466.22
8/21/1995	492.144	462.229
8/22/1995	494.173	463.314
8/23/1995	494.166	463.907
8/24/1995	495.731	464.596
8/25/1995	496.177	464.538
8/28/1995	493.758	465.743
8/29/1995	490.921	462.242
8/30/1995	492.652	463.546
8/31/1995	491.361	463.758
9/1/1995	494.017	470.673
9/4/1995	496.551	474.231
9/5/1995	496.097	472.605
9/6/1995	499.314	469.393
9/7/1995	497.685	468.494
9/8/1995	498.766	468.404
9/11/1995	499.388	465.239
9/12/1995	500.177	464.104
9/13/1995	505.072	466.683
9/14/1995	506.573	468.535
9/15/1995	507.135	468.724
9/18/1995	501.64	469.673
9/19/1995	504.766	466.882
9/20/1995	505.057	468.621
9/21/1995	503.573	471.54
9/22/1995	496.41	471.968
9/25/1995	496.343	467.942
9/26/1995	500.218	462.597
9/27/1995	495.694	457.623
9/28/1995	493.209	460.24
9/29/1995	497.784	466.937
10/2/1995	496.443	460.242
10/3/1995	496.28	452.122
10/4/1995	497.345	449.544
10/5/1995	497.102	443.505
10/6/1995	495.865	448.337
10/9/1995	490.601	448.447
10/10/1995	487.563	448.407
10/11/1995	490.321	448.562
10/12/1995	490.612	445.364
10/13/1995	493.1	443.885
10/16/1995	490.156	451.876
10/17/1995	487.919	457.045
10/18/1995	488.421	458.113
10/19/1995	485.879	457.733
10/20/1995	483.853	457.009
10/23/1995	477.729	457.816
10/24/1995	480.095	457.392
10/25/1995	483.085	455.552
10/26/1995	478.659	454.232
10/27/1995	474.473	453.883
10/30/1995	478.793	450.264
10/31/1995	485.426	447.954
11/1/1995	486.544	445.047
11/2/1995	483.777	443.568
11/3/1995	485.433	440.708
11/6/1995	483.677	435.633
11/7/1995	482.247	435.927
11/8/1995	482.222	438.498
11/9/1995	484.017	438.45
11/10/1995	484.875	436.372
11/13/1995	486.33	433.749
11/14/1995	487.506	432.097
11/15/1995	486.552	433.14
11/16/1995	489.625	429.822
11/17/1995	491.269	426.583
11/20/1995	495.514	420.24
11/21/1995	494.382	412.078
11/22/1995	496.114	417.178
11/23/1995	496.544	420.908
11/24/1995	500.756	419.687
11/27/1995	508.695	424.022
11/28/1995	506.976	420.743
11/29/1995	510.369	422.352
11/30/1995	511.577	427.47
12/1/1995	512.169	436.294
12/4/1995	512.229	441.634
12/5/1995	514.56	443.591
12/6/1995	517.36	443.405
12/7/1995	514.362	443.087
12/8/1995	516.427	439.332
12/11/1995	517.819	437.81
12/12/1995	519.778	436.557
12/13/1995	520.68	435.909
12/14/1995	523.645	437.356
12/15/1995	520.038	437.158
12/18/1995	517.591	434.652
12/19/1995	516.258	434.812
12/20/1995	522.687	436.541
12/21/1995	523.008	437.76
12/22/1995	523.912	438.95
12/25/1995	523.912	438.95
12/26/1995	523.912	438.95
12/27/1995	528.407	440.656
12/28/1995	527.838	446.607
12/29/1995	527.838	446.373
1/1/1996	527.838	446.373
1/2/1996	535.617	442.356
1/3/1996	540.124	441.129
1/4/1996	542.355	442.724
1/5/1996	538.771	444.041
1/8/1996	547.059	450.165
1/9/1996	545.054	452.555
1/10/1996	541.793	454.212
1/11/1996	536.588	452.822
1/12/1996	539.67	450.69
1/15/1996	537.013	458.124
1/16/1996	541.066	466.615
1/17/1996	541.998	469.169
1/18/1996	543.592	469.139
1/19/1996	548.069	488.288
1/22/1996	547.927	492.574
1/23/1996	543.606	487.645
1/24/1996	549.229	485.353
1/25/1996	548.522	487.044
1/26/1996	549.388	489.287
1/29/1996	550.529	489.809
1/30/1996	548.522	481.712
1/31/1996	550.676	491.249
2/1/1996	550.532	492.856
2/2/1996	552.498	487.842
2/5/1996	547.021	479.838
2/6/1996	550.658	484.552
2/7/1996	551.763	489.476
2/8/1996	550.175	490.736
2/9/1996	551.888	487.408
2/12/1996	554.29	484.836
2/13/1996	561.832	484.686
2/14/1996	563.095	486.235
2/15/1996	556.299	485.075
2/16/1996	554.296	487.888
2/19/1996	548.602	491.059
2/20/1996	544.918	491.728
2/21/1996	546.683	486.952
2/22/1996	549.539	486.108
2/23/1996	553.513	486.729
2/26/1996	548.934	486.729
2/27/1996	548.169	490.01
2/28/1996	554.829	499.72
2/29/1996	554.705	502.01
3/1/1996	557.627	511.621
3/4/1996	559.456	512.565
3/5/1996	560.177	506.973
3/6/1996	561.12	504.411
3/7/1996	562.745	505.171
3/8/1996	557.958	502.204
3/11/1996	549.596	503.674
3/12/1996	552.112	501.59
3/13/1996	556.285	500.369
3/14/1996	561.581	501.371
3/15/1996	562.581	504.002
3/18/1996	566.872	499.309
3/19/1996	571.55	494.67
3/20/1996	571.156	492.437
3/21/1996	569.122	494.672
3/22/1996	569.36	498.631
3/25/1996	569.809	498.631
3/26/1996	568.999	501.4
3/27/1996	572.666	499.731
3/28/1996	569.944	498.02
3/29/1996	572.305	501.958
4/1/1996	575.525	500.341
4/2/1996	577.722	504.236
4/3/1996	576.361	501.608
4/4/1996	579.578	493.121
4/5/1996	579.578	489.644
4/8/1996	579.578	488.671
4/9/1996	580.79	482.337
4/10/1996	588.717	485.35
4/11/1996	586.998	485.662
4/12/1996	586.647	485.662
4/15/1996	592.115	485.662
4/16/1996	592.092	490.099
4/17/1996	588.594	489.775
4/18/1996	584.777	485.43
4/19/1996	587.137	487.099
4/22/1996	591.945	485.865
4/23/1996	592.417	477.528
4/24/1996	594.785	476.778
4/25/1996	592.24	469.717
4/26/1996	593.627	467.775
4/29/1996	595.661	462.284
4/30/1996	595.661	469.261
5/1/1996	596.622	469.261
5/2/1996	596.484	476.356
5/3/1996	593.075	468.184
5/6/1996	596.3	467.771
5/7/1996	595.696	470.234
5/8/1996	587.639	470.723
5/9/1996	598.617	472.235
5/10/1996	599.244	473.094
5/13/1996	598.533	472.985
5/14/1996	603.293	470.511
5/15/1996	609.795	467.35
5/16/1996	609.795	469.058
5/17/1996	601.756	471.894
5/20/1996	605.192	473.297
5/21/1996	610.548	470.173
5/22/1996	610.352	469.481
5/23/1996	615.203	468.087
5/24/1996	614.517	466.305
5/27/1996	614.517	469.655
5/28/1996	619.035	471.12
5/29/1996	617.14	469.312
5/30/1996	614.643	470.841
5/31/1996	620.53	472.874
6/3/1996	618.06	472.874
6/4/1996	617.686	472.674
6/5/1996	621.23	470.856
6/6/1996	623.198	466.842
6/7/1996	617.094	469.451
6/10/1996	623.939	477.245
6/11/1996	625.519	474.341
6/12/1996	626.25	469.362
6/13/1996	617.621	468.113
6/14/1996	612.871	465.834
6/17/1996	615.336	464.52
6/18/1996	618.846	464.316
6/19/1996	613.148	468.441
6/20/1996	611.374	463.342
6/21/1996	612.611	459.66
6/24/1996	613.681	455.766
6/25/1996	614.056	459.334
6/26/1996	617.023	459.334
6/27/1996	614.855	467.932
6/28/1996	619.037	463.417
7/1/1996	617.383	471.743
7/2/1996	617.395	465.168
7/3/1996	618.193	460.869
7/4/1996	621.291	462.137
7/5/1996	616.769	460.629
7/8/1996	611.454	461.889
7/9/1996	614.1	464.998
7/10/1996	611.94	464.358
7/11/1996	608.427	463.918
7/12/1996	606.332	464.929
7/15/1996	599.32	462.363
7/16/1996	584.963	461.016
7/17/1996	582.259	458.432
7/18/1996	587.468	455.704
7/19/1996	591.358	459.053
7/22/1996	583.558	458.299
7/23/1996	584.297	455.073
7/24/1996	571.643	450.526
7/25/1996	579.136	451.987
7/26/1996	574.152	455.805
7/29/1996	579.716	456.628
7/30/1996	580.33	455.384
7/31/1996	588.73	452.338
8/1/1996	589.695	454.8
8/2/1996	597.924	455.767
8/5/1996	600.815	455.358
8/6/1996	598.506	452.892
8/7/1996	603.343	449.457
8/8/1996	599.358	450.004
8/9/1996	597.829	451.677
8/12/1996	597.795	452.997
8/13/1996	598.44	455.122
8/14/1996	598.303	455.647
8/15/1996	605.437	455.647
8/16/1996	609.031	456.133
8/19/1996	612.899	458.279
8/20/1996	617.828	463.389
8/21/1996	611.688	472.318
8/22/1996	615.718	474.545
8/23/1996	610.662	480.703
8/26/1996	604.827	485.128
8/27/1996	606.665	485.122
8/28/1996	609.347	484.939
8/29/1996	606.119	485.418
8/30/1996	598.722	483.342
9/2/1996	604.845	477.276
9/3/1996	601.89	475.329
9/4/1996	607.067	476.783
9/5/1996	605.406	475.498
9/6/1996	604.754	475.991
9/9/1996	613.377	472.283
9/10/1996	615.178	474.487
9/11/1996	615.67	477.972
9/12/1996	619.634	481.551
9/13/1996	622.232	490.781
9/16/1996	622.687	498.755
9/17/1996	618.327	494.402
9/18/1996	616.925	492.761
9/19/1996	618.264	491.215
9/20/1996	621.327	492.235
9/23/1996	616.583	490.585
9/24/1996	619.268	491.846
9/25/1996	626.076	496.948
9/26/1996	627.288	498.961
9/27/1996	627.662	491.948
9/30/1996	632.839	486.676
10/1/1996	632.774	490.443
10/2/1996	640.075	494.668
10/3/1996	639.472	492.043
10/4/1996	642.465	493.085
10/7/1996	648.653	494.587
10/8/1996	653.087	489.852
10/9/1996	649.474	488.975
10/10/1996	645.187	494.499
10/11/1996	648.573	493.063
10/14/1996	652.318	489.249
10/15/1996	656.614	481.069
10/16/1996	654.568	477.419
10/17/1996	654.551	471.88
10/18/1996	659.802	473.348
10/21/1996	659.631	465.51
10/22/1996	661.979	468.687
10/23/1996	653.231	469.005
10/24/1996	652.967	465.444
10/25/1996	655.872	468.086
10/28/1996	659.232	468.086
10/29/1996	648.991	469.631
10/30/1996	645.063	468.372
10/31/1996	641.731	470.365
11/1/1996	642.732	475.613
11/4/1996	639.796	477.582
11/5/1996	643.393	473.871
11/6/1996	644.503	471.744
11/7/1996	643.402	463.565
11/8/1996	650.103	463.565
11/11/1996	656.631	463.565
11/12/1996	656.793	464.702
11/13/1996	658.846	459.02
11/14/1996	662.355	442.348
11/15/1996	669.525	449.715
11/18/1996	673.852	462.829
11/19/1996	672.437	463.076
11/20/1996	669.605	459.999
11/21/1996	669.278	452.303
11/22/1996	677.659	455.523
11/25/1996	685.417	457.448
11/26/1996	690.545	459.45
11/27/1996	679.575	457.737
11/28/1996	683.324	459.434
11/29/1996	692.108	458
12/2/1996	688.926	461.664
12/3/1996	698.888	460.915
12/4/1996	690.511	460.445
12/5/1996	687.967	457.468
12/6/1996	676.282	454.755
12/9/1996	683.78	450.454
12/10/1996	681.103	450.982
12/11/1996	670.326	454.395
12/12/1996	673.646	453.278
12/13/1996	669.495	455.208
12/16/1996	677.993	458.149
12/17/1996	675.78	463.568
12/18/1996	682.117	468.469
12/19/1996	688.716	478.05
12/20/1996	695.348	474.309
12/23/1996	697.751	469.523
12/24/1996	697.484	471.67
12/25/1996	697.484	471.67
12/26/1996	697.484	471.67
12/27/1996	704.745	472.937
12/30/1996	709.316	470.288
12/31/1996	709.316	472.069
1/1/1997	709.316	472.069
1/2/1997	694.739	482.336
1/3/1997	703.096	488.103
1/6/1997	709.381	488.103
1/7/1997	707.226	502.868
1/8/1997	713.004	506.792
1/9/1997	711.006	508.066
1/10/1997	710.803	505.865
1/13/1997	718.128	517.234
1/14/1997	723.778	523.16
1/15/1997	726.772	534.26
1/16/1997	734.861	532.464
1/17/1997	734.734	542.729
1/20/1997	737.075	559.061
1/21/1997	738.715	559.918
1/22/1997	748.404	550.716
1/23/1997	751.295	548.274
1/24/1997	742.11	554.419
1/27/1997	745.541	572.219
1/28/1997	748.783	585.333
1/29/1997	737.46	589.803
1/30/1997	742.536	597.013
1/31/1997	746.582	592.202
2/3/1997	745.037	580.676
2/4/1997	750.208	583.905
2/5/1997	763.187	592.032
2/6/1997	761.185	600.392
2/7/1997	768.468	596.247
2/10/1997	768.2	611.985
2/11/1997	772.015	621.71
2/12/1997	780.334	624.58
2/13/1997	793.481	612.734
2/14/1997	796.969	619.094
2/17/1997	810.94	634.593
2/18/1997	809.259	639.056
2/19/1997	811.566	642.027
2/20/1997	804.219	653.934
2/21/1997	798.27	665.781
2/24/1997	803.557	684.365
2/25/1997	820.327	706.535
2/26/1997	818.975	729.492
2/27/1997	812.681	686.019
2/28/1997	801.117	646.761
3/3/1997	798.884	598.129
3/4/1997	816.73	598.139
3/5/1997	820.944	641.429
3/6/1997	831.011	663.52
3/7/1997	828.488	653.238
3/10/1997	833.537	653.238
3/11/1997	837.72	643.511
3/12/1997	822.115	620.316
3/13/1997	817.837	631.559
3/14/1997	823.461	626.093
3/17/1997	812.644	630.896
3/18/1997	803.087	636.047
3/19/1997	798.414	628.158
3/20/1997	773.776	619.696
3/21/1997	790.348	619.765
3/24/1997	778.226	623.498
3/25/1997	792.807	623.498
3/26/1997	800.22	624.271
3/27/1997	809.102	632.132
3/28/1997	809.102	654.243
3/31/1997	809.102	672.049
4/1/1997	775.944	661.622
4/2/1997	774.708	669.661
4/3/1997	768.086	665.245
4/4/1997	770.811	677.909
4/7/1997	789.647	697.073
4/8/1997	789.475	691.121
4/9/1997	800.4	685.668
4/10/1997	796.666	684.908
4/11/1997	790.59	687.182
4/14/1997	780.511	677.605
4/15/1997	798.105	677.347
4/16/1997	792.813	685.379
4/17/1997	803.638	689.394
4/18/1997	806.475	694.486
4/21/1997	807.881	704.593
4/22/1997	814.641	699.034
4/23/1997	824.434	703.339
4/24/1997	828.017	709.746
4/25/1997	817.887	709.746
4/28/1997	815.517	709.746
4/29/1997	830.367	712.251
4/30/1997	830.367	712.955
5/1/1997	838.488	712.955
5/2/1997	835.445	719.182
5/5/1997	844.856	732.838
5/6/1997	850.338	737.564
5/7/1997	846.308	746.995
5/8/1997	846.308	751.494
5/9/1997	850.636	767.209
5/12/1997	860.025	782.797
5/13/1997	861.643	789.296
5/14/1997	871.12	811.923
5/15/1997	865.662	818.139
5/16/1997	864.28	815.45
5/19/1997	864.28	831.1
5/20/1997	857.934	803.908
5/21/1997	876.08	809.697
5/22/1997	874.644	829.373
5/23/1997	877.037	847.643
5/26/1997	887.104	847.643
5/27/1997	883.164	843.965
5/28/1997	884.056	843.13
5/29/1997	883.966	823.536
5/30/1997	868.618	798.119
6/2/1997	885.712	800.259
6/3/1997	889.772	818.09
6/4/1997	894.182	814.461
6/5/1997	896.502	803.003
6/6/1997	901.73	775.483
6/9/1997	906.704	775.568
6/10/1997	908.502	779.617
6/11/1997	906.988	792.896
6/12/1997	920.595	792.256
6/13/1997	933.251	790.162
6/16/1997	941.687	790.162
6/17/1997	938.398	767.134
6/18/1997	939.294	750.781
6/19/1997	946.887	752.172
6/20/1997	952.576	727.191
6/23/1997	952.581	709.534
6/24/1997	952.028	727.999
6/25/1997	963.783	752.778
6/26/1997	969.292	748.099
6/27/1997	969.094	738.457
6/30/1997	955.221	740.764
7/1/1997	975.039	743.391
7/2/1997	983.651	734.578
7/3/1997	1009.952	728.406
7/4/1997	1019.931	739.636
7/7/1997	1031.056	756.991
7/8/1997	1023.9	757.519
7/9/1997	1039.759	773.569
7/10/1997	1023.638	772.772
7/11/1997	1035.329	782.057
7/14/1997	1049.209	786.182
7/15/1997	1042.576	780.729
7/16/1997	1064.552	773.175
7/17/1997	1053.017	765.175
7/18/1997	1035.207	753.376
7/21/1997	1024.905	751.751
7/22/1997	1059.04	752.183
7/23/1997	1085.726	754.842
7/24/1997	1081.829	767.878
7/25/1997	1087.704	786.329
7/28/1997	1094.186	795.853
7/29/1997	1070.181	778.031
7/30/1997	1080.191	772.157
7/31/1997	1089.016	779.796
8/1/1997	1082.798	776.535
8/4/1997	1087.748	773.552
8/5/1997	1097.026	774.512
8/6/1997	1111.23	790.727
8/7/1997	1121.1	801.674
8/8/1997	1099.905	805.588
8/11/1997	1076.45	801.313
8/12/1997	1086.562	801.89
8/13/1997	1038.614	805.594
8/14/1997	1034.2	809.293
8/15/1997	988.733	809.293
8/18/1997	1013.537	794.969
8/19/1997	1050.034	790.15
8/20/1997	1063.335	795.33
8/21/1997	1050.862	795.434
8/22/1997	1009.648	782.95
8/25/1997	1018.021	767.16
8/26/1997	998.775	769.584
8/27/1997	1001.167	756.734
8/28/1997	971.082	756.496
8/29/1997	960.798	741.806
9/1/1997	978.477	744.653
9/2/1997	1028.488	753.114
9/3/1997	1034.56	762.131
9/4/1997	1017.974	754.303
9/5/1997	1021.965	756.923
9/8/1997	1007.922	817.227
9/9/1997	997.084	828.531
9/10/1997	980.323	817.825
9/11/1997	954.869	804.112
9/12/1997	964.713	808.389
9/15/1997	971.366	817.117
9/16/1997	988.398	815.361
9/17/1997	1003.18	817.07
9/18/1997	1006.371	816.989
9/19/1997	998.379	816.055
9/22/1997	1016.889	815.928
9/23/1997	1009.847	819.267
9/24/1997	1005.49	827.621
9/25/1997	1003.789	840.489
9/26/1997	1007.093	841.247
9/29/1997	1008.912	851.913
9/30/1997	1024.647	858.399
10/1/1997	1053.233	856.986
10/2/1997	1049.668	844.619
10/3/1997	1071.618	858.849
10/6/1997	1066.644	855.092
10/7/1997	1058.924	852.858
10/8/1997	1054.286	859.258
10/9/1997	1020.442	856.839
10/10/1997	1013.137	846.071
10/13/1997	1043.552	848.465
10/14/1997	1039.916	845.244
10/15/1997	1027.231	851.522
10/16/1997	1015.014	847.108
10/17/1997	1008.909	842.6
10/20/1997	1012.171	832.728
10/21/1997	1031.205	827.06
10/22/1997	1022.606	827.769
10/23/1997	988.606	816.133
10/24/1997	992.763	809.473
10/27/1997	960.719	793.232
10/28/1997	924.666	793.232
10/29/1997	980.345	771.408
10/30/1997	952.826	750.055
10/31/1997	954.72	717.643
11/3/1997	982.732	735.137
11/4/1997	968	770.511
11/5/1997	976.312	753.197
11/6/1997	962.809	724.993
11/7/1997	940.622	723.623
11/10/1997	951.36	706.119
11/11/1997	948.414	664.178
11/12/1997	937.522	659.723
11/13/1997	938.835	673.701
11/14/1997	939.22	660.661
11/17/1997	967.528	638.836
11/18/1997	972.788	666.573
11/19/1997	960.968	669.337
11/20/1997	983.045	681.78
11/21/1997	1001.292	694.456
11/24/1997	974.056	684.588
11/25/1997	965.807	674.797
11/26/1997	975.372	684.785
11/27/1997	977.713	692.527
11/28/1997	968.312	711.598
12/1/1997	996.412	735.211
12/2/1997	1002.139	737.94
12/3/1997	997.092	745.833
12/4/1997	1000.225	749.075
12/5/1997	1007.616	750.454
12/8/1997	1017.027	758.655
12/9/1997	1016.35	761.793
12/10/1997	1004.28	767.56
12/11/1997	976.455	727.524
12/12/1997	978.573	738.509
12/15/1997	983.575	742.951
12/16/1997	1007.497	739.55
12/17/1997	1017.929	740.543
12/18/1997	1003.434	731.993
12/19/1997	969.558	726.01
12/22/1997	976.969	711.462
12/23/1997	969.1	723.113
12/24/1997	971.32	719.705
12/25/1997	971.32	719.705
12/26/1997	971.32	719.705
12/29/1997	1002.916	708.349
12/30/1997	1010.707	716.718
12/31/1997	1010.707	720.087
1/1/1998	1010.707	720.087
1/2/1998	1024.306	722.316
1/5/1998	1038.081	741.878
1/6/1998	1020.443	741.878
1/7/1998	1020.981	742.725
1/8/1998	1013.603	723.507
1/9/1998	998.156	720.43
1/12/1998	971.534	681.667
1/13/1998	991.045	698.445
1/14/1998	1001.297	700.019
1/15/1998	1000.799	682.945
1/16/1998	1013.336	690.838
1/19/1998	1024.805	700.537
1/20/1998	1028.775	702.796
1/21/1998	1029.209	702.549
1/22/1998	1015.519	703.994
1/23/1998	1001.187	704.758
1/26/1998	1007.726	695.756
1/27/1998	1011.741	686.944
1/28/1998	1025.691	677.804
1/29/1998	1032.004	672.343
1/30/1998	1035.213	680.108
2/2/1998	1041.058	679.99
2/3/1998	1038.817	701.678
2/4/1998	1030.202	692.549
2/5/1998	1042.606	701.275
2/6/1998	1051.715	721.819
2/9/1998	1053.602	741.401
2/10/1998	1047.416	739.603
2/11/1998	1056.478	750.877
2/12/1998	1043.984	744.222
2/13/1998	1043.639	730.627
2/16/1998	1058.403	724.826
2/17/1998	1077.518	721.314
2/18/1998	1083.164	708.262
2/19/1998	1082.991	702.219
2/20/1998	1085.498	694.867
2/23/1998	1095.821	676.442
2/24/1998	1098.531	697.104
2/25/1998	1115.24	694.898
2/26/1998	1124.771	686.798
2/27/1998	1132.269	697.11
3/2/1998	1150.97	697.11
3/3/1998	1140.149	713.281
3/4/1998	1137.707	725.151
3/5/1998	1122.817	728.155
3/6/1998	1149.727	754.139
3/9/1998	1153.113	758.756
3/10/1998	1145.921	759.114
3/11/1998	1151.652	767.135
3/12/1998	1144.462	779.001
3/13/1998	1161.803	776.767
3/16/1998	1167.644	836.072
3/17/1998	1164.652	891.134
3/18/1998	1150.536	911.359
3/19/1998	1155.878	956.621
3/20/1998	1176.559	971.312
3/23/1998	1192.511	976.475
3/24/1998	1196.795	954.891
3/25/1998	1204.86	954.891
3/26/1998	1190.628	994.378
3/27/1998	1207.627	1027.466
3/30/1998	1194.457	1032.907
3/31/1998	1188.175	998.218
4/1/1998	1212.471	985.125
4/2/1998	1225.475	983.503
4/3/1998	1240.6	1017.515
4/6/1998	1269.249	1041.272
4/7/1998	1241.485	1032.009
4/8/1998	1233.148	1026.686
4/9/1998	1238.132	1040.49
4/10/1998	1238.132	1037.83
4/13/1998	1238.132	1079.763
4/14/1998	1233.376	1082.567
4/15/1998	1233.121	1127.575
4/16/1998	1213.284	1179.072
4/17/1998	1217.011	1179.072
4/20/1998	1236.863	1179.072
4/21/1998	1242.364	1270.035
4/22/1998	1244.019	1264.664
4/23/1998	1224.633	1249.154
4/24/1998	1220.524	1177.351
4/27/1998	1161.961	1107.062
4/28/1998	1192.13	1167.37
4/29/1998	1189.497	1184.968
4/30/1998	1189.497	1239.012
5/1/1998	1251.533	1239.012
5/4/1998	1264.785	1227.515
5/5/1998	1238.475	1233.237
5/6/1998	1226.29	1205.091
5/7/1998	1208.18	1171.657
5/8/1998	1229.198	1150.586
5/11/1998	1246.549	1112.835
5/12/1998	1232.983	1147.447
5/13/1998	1240.908	1162.924
5/14/1998	1233.551	1171.059
5/15/1998	1232.897	1160.367
5/18/1998	1215.91	1187.57
5/19/1998	1235.359	1183.998
5/20/1998	1248.895	1202.709
5/21/1998	1248.895	1213.064
5/22/1998	1243.805	1225.921
5/25/1998	1268.405	1245.444
5/26/1998	1261.457	1226.99
5/27/1998	1245.002	1175.986
5/28/1998	1234.611	1183.334
5/29/1998	1243.338	1210.027
6/1/1998	1243.338	1180.942
6/2/1998	1245.943	1190.696
6/3/1998	1246.114	1200.066
6/4/1998	1234.163	1197.676
6/5/1998	1246.499	1193.218
6/8/1998	1257.972	1193.218
6/9/1998	1246.178	1197.3
6/10/1998	1249.279	1178.067
6/11/1998	1244.159	1158.157
6/12/1998	1213.173	1132.756
6/15/1998	1200.407	1068.98
6/16/1998	1205.438	1109.262
6/17/1998	1221.057	1132.687
6/18/1998	1209.956	1152.325
6/19/1998	1199.406	1136.512
6/22/1998	1194.61	1113.942
6/23/1998	1209.807	1109.131
6/24/1998	1207.874	1118.426
6/25/1998	1227.051	1119.298
6/26/1998	1232.931	1108.846
6/29/1998	1240.686	1120.93
6/30/1998	1235.794	1107.304
7/1/1998	1252.468	1127.246
7/2/1998	1262.081	1188.569
7/3/1998	1267.171	1191.322
7/6/1998	1266.787	1203.809
7/7/1998	1263.931	1220.237
7/8/1998	1267.207	1225.48
7/9/1998	1260.434	1233.505
7/10/1998	1252.544	1217.6
7/13/1998	1265.793	1220.766
7/14/1998	1278.196	1219.751
7/15/1998	1288.776	1237.081
7/16/1998	1276.09	1258.583
7/17/1998	1288.22	1272.13
7/20/1998	1303.403	1279.681
7/21/1998	1286.835	1303.917
7/22/1998	1280.134	1299.019
7/23/1998	1273.345	1292.369
7/24/1998	1261.89	1246.385
7/27/1998	1247.532	1255.861
7/28/1998	1242.359	1252.705
7/29/1998	1238.833	1252.724
7/30/1998	1246.289	1270.717
7/31/1998	1223.877	1282.249
8/3/1998	1201.453	1286.592
8/4/1998	1210.417	1288.038
8/5/1998	1183.177	1252.397
8/6/1998	1145.564	1254.56
8/7/1998	1163.687	1255.364
8/10/1998	1154.205	1240.076
8/11/1998	1113.91	1200.234
8/12/1998	1127.21	1196.157
8/13/1998	1126.978	1152.881
8/14/1998	1133.892	1184.233
8/17/1998	1124.004	1161.225
8/18/1998	1163.35	1208.188
8/19/1998	1177.495	1245.383
8/20/1998	1160.581	1239.864
8/21/1998	1129.995	1219.455
8/24/1998	1113.873	1188.496
8/25/1998	1135.829	1152.635
8/26/1998	1106.454	1154.778
8/27/1998	1081.603	1064.556
8/28/1998	1062.04	1017.479
8/31/1998	1063.632	1019.625
9/1/1998	1046.823	986.514
9/2/1998	1075.682	1025.631
9/3/1998	1047.072	988.485
9/4/1998	1054.725	979.154
9/7/1998	1064.773	993.164
9/8/1998	1081.324	1020.002
9/9/1998	1060.048	1034.916
9/10/1998	1001.195	1033.264
9/11/1998	1011.298	1010.655
9/14/1998	1044.105	1043.226
9/15/1998	1025.987	1027.025
9/16/1998	1042.015	1043.032
9/17/1998	1002.944	1022.355
9/18/1998	967.597	1011.288
9/21/1998	916.749	971.623
9/22/1998	957.164	994.843
9/23/1998	980.771	996.345
9/24/1998	973.106	1020.463
9/25/1998	960.808	1003.241
9/28/1998	971.958	1004.874
9/29/1998	961.898	1013.512
9/30/1998	947.057	997.723
10/1/1998	915.631	963.43
10/2/1998	871.05	889.384
10/5/1998	850.92	886.068
10/6/1998	903.448	892.001
10/7/1998	880.838	903.464
10/8/1998	858.24	855.754
10/9/1998	882.403	834.257
10/12/1998	930.989	819.007
10/13/1998	949.276	835.866
10/14/1998	959.076	857.301
10/15/1998	955.448	896.115
10/16/1998	963.482	948.584
10/19/1998	956.546	941.801
10/20/1998	981.847	951.51
10/21/1998	977.452	967.218
10/22/1998	972.958	969.068
10/23/1998	958.985	959.433
10/26/1998	961.541	967.817
10/27/1998	994.88	982.59
10/28/1998	973.95	982.59
10/29/1998	973.654	965.499
10/30/1998	989.97	993.491
11/2/1998	1023.204	1052.92
11/3/1998	1025.813	1043.515
11/4/1998	1049.167	1049.767
